hgnc_symbol	log2FoldChange	pvalue	padj	ensembl_gene_id_version	chromosome_name	start_position	end_position	strand
HCN2	1.44870783331814	6.22977448920477e-17	6.3818978621571e-16	ENSG00000099822.3	19	589881	617159	+
IZUMO4	1.06450454041851	7.2094221871731e-14	5.31410614817137e-13	ENSG00000099840.14	19	2096429	2099593	+
MADCAM1	1.33593237292671	3.22272351737703e-15	2.65411945574581e-14	ENSG00000099866.16	19	489176	505343	+
MMP11	1.30529652912488	6.30808156847686e-13	4.18132324677036e-12	ENSG00000099953.10	22	23768226	23784316	+
CECR2	1.17678695463228	1.86124687249078e-18	2.45111519029163e-17	ENSG00000099954.19	22	17359949	17558151	+
P2RX6	-1.54084497535646	9.54804467955125e-15	7.36770929013729e-14	ENSG00000099957.17	22	21009808	21028013	+
YPEL1	1.30561756651903	9.86220811984148e-42	1.55870560816918e-39	ENSG00000100027.17	22	21697536	21735794	-
PRODH	-1.37541689186774	1.43294986118569e-14	1.0858764283189e-13	ENSG00000100033.17	22	18912777	18936553	-
PLA2G3	-2.46562531144693	3.10205823379419e-16	2.96307640038912e-15	ENSG00000100078.4	22	31134807	31140508	-
GGTLC2	2.49802360751683	0.000226916340869454	0.000373431775970039	ENSG00000100121.14	22	22644614	22647898	+
SLC16A8	1.41896650914815	3.11059955810398e-16	3.04157819685332e-15	ENSG00000100156.12	22	38078134	38084184	-
CENPM	1.62098731858543	2.31324309215962e-23	5.84021140189276e-22	ENSG00000100162.15	22	41938737	41947152	-
DMC1	-1.0865367989802	1.23693188202399e-13	8.39607467013648e-13	ENSG00000100206.11	22	38518948	38570204	-
RSPH14	-1.54068439389625	9.93276735547713e-23	2.16872295643505e-21	ENSG00000100218.12	22	23059415	23145021	-
TIMP3	-1.10791124866585	2.69444341215776e-20	4.48342619363325e-19	ENSG00000100234.12	22	32801705	32863041	+
MIOX	1.96863318285582	1.6477709581119e-20	2.81258697782183e-19	ENSG00000100253.13	22	50486784	50490648	+
BIK	1.11195563612192	3.22683162343917e-23	7.82096401709664e-22	ENSG00000100290.3	22	43110750	43129712	+
CACNA1I	2.11489047112205	0.00762047630049058	0.0123455166469847	ENSG00000100346.18	22	39570753	39689735	+
SGSM3	1.42947535301406	1.09246276898504e-20	1.89643513317587e-19	ENSG00000100359.21	22	40370591	40410289	+
CERK	-1.220888186659	7.7962642446672e-27	2.98829975524503e-25	ENSG00000100422.14	22	46684410	46738252	-
MLC1	-1.72422190389425	9.29013510673259e-12	5.02489797418679e-11	ENSG00000100427.16	22	50059391	50085426	-
HDAC10	1.43086266283898	3.26955157994524e-20	5.3405124064741e-19	ENSG00000100429.18	22	50245183	50251405	-
KCNK10	-1.99875981804975	7.14845494593476e-14	4.99479006349158e-13	ENSG00000100433.16	14	88180103	88326907	-
PYGL	-1.16583325067533	2.17830488439508e-15	1.91800124710534e-14	ENSG00000100504.17	14	50857891	50944483	-
TRIM9	-2.22945306667333	5.73326730789544e-43	8.79471040358196e-41	ENSG00000100505.14	14	50975262	51096061	-
CDKN3	1.21395447914429	2.88883107189926e-14	2.17669697288689e-13	ENSG00000100526.21	14	54396849	54420218	+
CCDC198	-3.34709027386579	7.16820930901486e-11	3.37562605928174e-10	ENSG00000100557.10	14	57469300	57493867	-
ASB2	-1.43673189491738	1.12377506756287e-18	1.58409234518348e-17	ENSG00000100628.12	14	93934166	93976739	-
SERPINA4	-1.49014043397639	0.000225060924706833	0.000482244865874192	ENSG00000100665.12	14	94561442	94569913	+
PABPN1	1.16249855443464	1.95748515303865e-21	3.75926089203843e-20	ENSG00000100836.11	14	23321457	23326163	+
EFS	-1.21315043220758	5.92876622830771e-15	4.98054549203786e-14	ENSG00000100842.13	14	23356403	23365752	-
CPNE6	-2.14171047033868	1.30574097514773e-15	1.1310048903425e-14	ENSG00000100884.10	14	24070837	24078100	+
REC8	-1.02643721407827	2.80587787578489e-15	2.45884063641414e-14	ENSG00000100918.14	14	24171853	24180257	+
SEC23A	-1.1078337706618	3.26466182308545e-36	3.15219156302467e-34	ENSG00000100934.15	14	39031919	39109646	-
MMP9	1.4637555050851	1.09017506815887e-11	6.04473880789792e-11	ENSG00000100985.7	20	46008908	46016561	+
VSX1	-1.63929840581831	1.59856774274926e-16	1.55569602889278e-15	ENSG00000100987.15	20	25070885	25082141	-
CD40	-1.04244632790999	4.30091599684838e-16	4.35723251005262e-15	ENSG00000101017.15	20	46118271	46129863	+
MYBL2	1.79481799296067	4.91326160879386e-32	3.19949018923658e-30	ENSG00000101057.16	20	43667019	43716495	+
RIMS4	-1.0533285548421	3.09461756437892e-07	9.79832983684567e-07	ENSG00000101098.13	20	44751808	44810546	-
PABPC1L	1.12541214083877	3.39409436653107e-12	2.12757414839869e-11	ENSG00000101104.13	20	44910060	44959035	+
HRH3	1.19904709454176	7.75338834050758e-07	2.25745066855095e-06	ENSG00000101180.17	20	62214960	62220278	-
BIRC7	1.89770881259726	1.58507856457622e-15	1.36529520071029e-14	ENSG00000101197.13	20	63235883	63240495	+
CHRNA4	-1.96851305012941	1.27522409541667e-13	8.92023571582015e-13	ENSG00000101204.18	20	63343223	63378401	-
EEF1A2	1.57869423351216	2.00831219318585e-10	9.81810150031174e-10	ENSG00000101210.13	20	63488013	63499239	-
SPEF1	1.10156177805471	1.82745031633836e-07	5.79122181186559e-07	ENSG00000101222.12	20	3777504	3781448	-
SNPH	-1.81535040552085	1.68774120807713e-38	1.96807390786891e-36	ENSG00000101298.15	20	1266280	1309328	+
HAO1	3.08389001710955	1.20631018722866e-17	1.40618574921885e-16	ENSG00000101323.5	20	7882985	7940458	-
MYL9	-1.30719298664626	1.80658213998538e-13	1.27783434461096e-12	ENSG00000101335.10	20	36541497	36551447	+
PAK5	-1.71051402699672	5.29925100394355e-18	6.20419553353371e-17	ENSG00000101349.17	20	9537370	9839076	-
CST4	-3.60191726600736	4.37043926873608e-11	2.1813553084496e-10	ENSG00000101441.5	20	23685640	23689038	-
WFDC2	-2.25849658820167	1.43414313482719e-24	4.14936555808134e-23	ENSG00000101443.18	20	45469753	45481532	+
SPINT3	-7.60408319261161	1.04079307705167e-33	7.55729824506685e-32	ENSG00000101446.8	20	45512461	45515622	-
EPPIN	-2.60557670864979	3.35082721949676e-10	1.46718556327218e-09	ENSG00000101448.14	20	45540626	45547752	-
ZNF516	-1.27494120510747	1.45629955652775e-22	3.24611584020323e-21	ENSG00000101493.11	18	76357682	76495242	-
LIPG	-2.81232865429426	1.86688706297957e-40	2.6310078238964e-38	ENSG00000101670.12	18	49560699	49599185	+
NOL4	1.61957151536707	6.80915360764165e-16	6.15009608739257e-15	ENSG00000101746.16	18	33851100	34224952	-
PRPS2	-1.27600904910297	2.19853660491744e-44	3.80673539213111e-42	ENSG00000101911.13	X	12791355	12824222	+
CHRDL1	-1.89401990192157	5.38553264188467e-26	1.87736128210886e-24	ENSG00000101938.15	X	110673856	110795819	-
MCF2	-5.28576277425014	8.67664447947398e-130	4.03207692196647e-126	ENSG00000101977.21	X	139581770	139708227	-
CACNA1F	-1.87990090117633	1.05152615741292e-22	2.28750524057756e-21	ENSG00000102001.13	X	49205063	49233371	-
PLP2	-1.24297743918612	6.71105167361962e-31	3.74722796608052e-29	ENSG00000102007.11	X	49171898	49175235	+
PLS3	-1.19734862865356	2.80866760187763e-25	8.95685871114466e-24	ENSG00000102024.19	X	115561174	115650861	+
MTMR8	-1.2830498020271	3.68071586989876e-21	6.60234118528983e-20	ENSG00000102043.16	X	64268081	64395452	-
ASB9	1.13066673043621	6.27748299458624e-08	2.1083899273605e-07	ENSG00000102048.16	X	15235288	15270467	-
PCSK1N	1.12206786044826	3.30188583327325e-07	1.049086508895e-06	ENSG00000102109.9	X	48831096	48835610	-
SMS	1.3494650388064	4.27889094223288e-14	3.197129213592e-13	ENSG00000102172.16	X	21940709	21994837	+
PCYT1B	-1.47714328401965	4.04403921251716e-17	4.40001464363059e-16	ENSG00000102230.14	X	24558087	24672677	-
VGLL1	-1.48870915659247	7.99471959830672e-11	3.965746120525e-10	ENSG00000102243.13	X	136532215	136556807	+
KLHL4	-2.0696723955512	3.43078635223759e-32	2.24496294608064e-30	ENSG00000102271.14	X	87517409	87670050	+
PCDH11X	-1.46812745623286	6.72801201223306e-09	2.54884566780051e-08	ENSG00000102290.23	X	91779261	92623230	+
ZDHHC15	-1.02603749879782	6.54965355715721e-14	4.5998162334602e-13	ENSG00000102383.14	X	75368427	75523502	-
TAF7L	-1.67759984722202	3.21156131717244e-24	8.52602628571069e-23	ENSG00000102387.16	X	101268253	101293057	-
KLF5	-1.16612846541895	3.92363124671225e-18	4.7892225116807e-17	ENSG00000102554.14	13	73054976	73077541	+
SGCG	-1.42904986147346	3.1972523267855e-09	1.3151387310974e-08	ENSG00000102683.8	13	23180979	23325162	+
KATNAL1	-1.08116879170183	1.91020133887435e-30	1.04265232824909e-28	ENSG00000102781.14	13	30202630	30307551	-
OLFM4	-1.91086430386663	6.39106398366747e-09	2.58618545475215e-08	ENSG00000102837.7	13	53028813	53052057	+
MSLN	-2.64808736534533	7.85955277032945e-20	1.17421973967636e-18	ENSG00000102854.16	16	760734	768865	+
HSF4	1.53834237271321	1.842001074164e-19	2.62493460673326e-18	ENSG00000102878.18	16	67164681	67169945	+
PLLP	-1.79344545770639	1.37999100867305e-49	3.36582231774435e-47	ENSG00000102934.10	16	57248547	57284672	-
CCL17	1.07680565668146	7.28824734795808e-07	2.20872547855522e-06	ENSG00000102970.11	16	57404767	57416063	+
NDRG4	-3.36666335843026	1.54732679780338e-105	2.61498203245937e-102	ENSG00000103034.15	16	58462846	58513628	+
HAS3	-1.44942577961273	0.00385924409062352	0.00659982123080085	ENSG00000103044.11	16	69105653	69118719	+
ESRP2	1.1144869976135	4.67829466661307e-36	4.47262647084016e-34	ENSG00000103067.14	16	68229033	68238102	-
MON1B	1.48696500377228	1.10629934831602e-14	8.44519336758266e-14	ENSG00000103111.15	16	77190835	77202398	+
NECAB2	1.08756968604142	3.6477004027554e-09	1.42968595276389e-08	ENSG00000103154.10	16	83968244	84002776	+
WFDC1	-1.17186144192792	3.91561955389442e-13	2.63662990031507e-12	ENSG00000103175.11	16	84294846	84329844	+
SEC14L5	1.02147431537452	1.10364508421684e-09	4.60341727223053e-09	ENSG00000103184.12	16	4958330	5019157	+
FOXF1	-1.07223866072622	1.04422993235744e-12	6.63212591164858e-12	ENSG00000103241.7	16	86510527	86515422	+
HAGHL	1.9627144051766	1.56937327398695e-23	4.05431760489721e-22	ENSG00000103253.19	16	726936	735525	+
SLC7A5	-1.71365291820842	5.9254147903901e-22	1.2625146387617e-20	ENSG00000103257.9	16	87830023	87869507	-
ZP2	-1.33192193991536	2.3035181591893e-06	6.20896083937857e-06	ENSG00000103310.11	16	21197450	21214510	-
SALL1	-1.21042979596901	3.94321455637041e-08	1.35356947157041e-07	ENSG00000103449.13	16	51135982	51152334	-
TOX3	1.01946843060247	2.68013583081735e-10	1.26199899241543e-09	ENSG00000103460.17	16	52436417	52547802	-
QPRT	-2.41952832454248	2.91299290504983e-49	7.01819647816178e-47	ENSG00000103485.19	16	29663279	29698699	+
TMC5	1.19985485252291	1.42009175228794e-15	1.28732981928825e-14	ENSG00000103534.17	16	19410496	19499113	+
SLC6A2	-2.13718480147302	4.52165194268841e-28	2.03506312123113e-26	ENSG00000103546.19	16	55655988	55707645	+
AQP9	-1.25572366697933	3.18254749293234e-10	1.41805855971146e-09	ENSG00000103569.10	15	58138169	58185911	+
CORO2B	-1.34984413024059	1.42759686216958e-25	4.50353722253832e-24	ENSG00000103647.13	15	68578993	68727806	+
RASL12	-1.57721841257191	2.2790739485832e-24	6.56033597501357e-23	ENSG00000103710.11	15	65053337	65076690	-
IGDCC4	-1.46019935628984	2.37850794246582e-12	1.44389767428316e-11	ENSG00000103742.12	15	65381484	65422947	-
OCA2	-1.4749350431177	2.45094430749887e-12	1.42625332326065e-11	ENSG00000104044.16	15	27754875	28099315	-
TGM5	-2.03181529822358	1.66834396381681e-18	2.12931196685117e-17	ENSG00000104055.17	15	43232590	43266928	-
FAM189A1	1.16423195716607	3.39376674552161e-11	1.77659109232904e-10	ENSG00000104059.5	15	29120252	29570979	-
RP1	1.20600216958791	0.000908037878454483	0.00170172606713895	ENSG00000104237.11	8	54509422	54871720	+
CA2	-4.45831491870214	7.17721837803713e-79	6.16493174101066e-76	ENSG00000104267.10	8	85463968	85481493	+
EYA1	-1.16256392986052	1.51191614511053e-11	8.73400555421909e-11	ENSG00000104313.20	8	71197433	71592025	-
TRPA1	-1.08405225201117	9.78226065859823e-08	3.31578014079082e-07	ENSG00000104321.11	8	72019917	72075584	-
NCALD	1.00101599127677	2.15322709528226e-10	9.82091798455462e-10	ENSG00000104490.18	8	101686542	102124907	-
ANXA13	-5.51910865394474	3.56910843300978e-80	3.0185405505641e-77	ENSG00000104537.17	8	123680794	123737402	-
NEFM	-2.83948626316809	8.08510065159981e-21	1.45205169555537e-19	ENSG00000104722.14	8	24913758	24919098	+
ADAM2	2.15700183167052	1.34688842467958e-28	6.4526319203802e-27	ENSG00000104755.16	8	39743735	39838227	-
FGL1	2.94338793860938	1.01869275335136e-19	1.55848969881297e-18	ENSG00000104760.17	8	17864380	17910365	-
TULP2	-1.08136508367491	7.99948086689091e-13	4.93145543116615e-12	ENSG00000104804.8	19	48880967	48898744	-
TUBB4A	2.26370430489637	4.2511528997666e-24	1.14519848716132e-22	ENSG00000104833.12	19	6494319	6502848	-
RNASEH2A	1.08724094591608	3.14675146508112e-07	9.3565437572399e-07	ENSG00000104889.7	19	12806584	12813640	+
AMH	3.17186061982004	1.37221995522721e-29	6.95403603392783e-28	ENSG00000104899.8	19	2249309	2252073	+
ASF1B	1.13444375898987	2.14618900467282e-13	1.47386958602179e-12	ENSG00000105011.9	19	14119512	14136613	-
CASP14	-1.62009561265772	9.66031263620380e-11	4.66296366571659e-10	ENSG00000105141.6	19	15049480	15058293	+
SLC1A6	-1.81791752247396	9.62131299404378e-13	5.90398412195225e-12	ENSG00000105143.13	19	14950033	15022990	-
CLC	-2.06002692545759	5.50362858807389e-08	1.48223211021057e-07	ENSG00000105205.7	19	39731255	39738029	-
SHD	2.31509604433657	1.03640517891026e-06	2.96554416235963e-06	ENSG00000105251.11	19	4279266	4290722	+
CLIP3	-1.39485138243361	2.77333095042084e-22	5.7797460312465e-21	ENSG00000105270.15	19	36014660	36033343	-
CEACAM5	1.72977276718204	0.000207980489240125	0.000430029842955704	ENSG00000105388.17	19	41708585	41730433	+
SULT2A1	-6.60656137651171	2.70358231933266e-30	1.44035807793886e-28	ENSG00000105398.4	19	47870467	47886315	-
THEG	1.10977213336124	1.52504298575221e-10	7.08491026290716e-10	ENSG00000105549.11	19	361747	376026	-
KLF1	1.02697227385814	6.20084011649899e-07	1.89788486064761e-06	ENSG00000105610.6	19	12884422	12887201	-
ISYNA1	-1.24549732255882	2.53985364864874e-22	5.55480878931487e-21	ENSG00000105655.19	19	18434388	18438167	-
COMP	2.09488112129656	1.50867608596029e-16	1.54833400678939e-15	ENSG00000105664.11	19	18782773	18791305	-
UPK1A	-1.67464880597482	4.19406437862184e-11	2.21300444343394e-10	ENSG00000105668.8	19	35666517	35678481	+
MAG	-1.34386908956945	3.92533499754214e-06	1.05732760438484e-05	ENSG00000105695.15	19	35292125	35313807	+
HPN	2.4919447948101	4.87166672644495e-64	2.05827899055912e-61	ENSG00000105707.15	19	35040506	35066573	+
PON3	-3.31478899773369	3.32651316293072e-45	5.9080724589335e-43	ENSG00000105852.11	7	95359872	95396375	-
ITGB8	-1.24022896792578	7.49785551276548e-18	9.19209436902067e-17	ENSG00000105855.10	7	20330702	20415754	+
PALS2	1.17173987275457	3.35125916314025e-24	9.74847380389689e-23	ENSG00000105926.16	7	24573268	24694193	+
ATP6V0A4	-2.42265679924487	1.76830413626399e-15	1.50782573755944e-14	ENSG00000105929.16	7	138706294	138799560	-
CAV2	-1.40151767509912	2.05825361624925e-30	1.15597978799851e-28	ENSG00000105971.15	7	116287380	116508541	+
CAV1	-1.71438717654342	2.01475827787547e-34	1.61874085125429e-32	ENSG00000105974.13	7	116524994	116561179	+
MET	-1.04081154792546	4.3962338801433e-13	2.92924658912122e-12	ENSG00000105976.16	7	116672196	116798377	+
LFNG	1.08068909449747	1.41136345084964e-13	9.72159586574162e-13	ENSG00000106003.14	7	2512529	2529177	+
CPED1	-1.36929635591499	1.9343674252798e-18	2.46147536310588e-17	ENSG00000106034.18	7	120988697	121297442	+
CRHR2	-1.07812829672265	1.00174777567854e-18	1.29018113499475e-17	ENSG00000106113.19	7	30651942	30700129	-
GHRHR	1.82612394181171	2.6745049714934e-12	1.60027143053617e-11	ENSG00000106128.19	7	30938669	30993254	+
CCL24	1.18391352760368	0.00034938463405294	0.000722937818942759	ENSG00000106178.7	7	75810825	75823356	-
CYP3A5	-1.52797891430331	4.29693022558105e-25	1.33904314076786e-23	ENSG00000106258.15	7	99648194	99679998	-
EZH2	1.43195596083499	1.00225097154513e-39	1.28495474056811e-37	ENSG00000106462.12	7	148807257	148884321	-
SFRP4	1.48450502444578	1.45936100594595e-13	9.76724630265105e-13	ENSG00000106483.12	7	37905932	38025695	-
GCK	-1.01840475178954	5.43442474448156e-12	3.02568805143462e-11	ENSG00000106633.18	7	44143213	44198170	-
LHX2	1.36691176012443	1.29003956963507e-12	8.03136648858821e-12	ENSG00000106689.11	9	124001670	124033301	+
OGN	-1.33231308477004	5.96755348232953e-15	4.72614850004533e-14	ENSG00000106809.11	9	92383268	92404696	-
ASPN	1.77192134995227	6.56475961495257e-24	1.69381454738479e-22	ENSG00000106819.13	9	92456205	92482506	-
AMBP	1.15413104154111	4.57185933435832e-08	1.55907183766027e-07	ENSG00000106927.12	9	114060127	114078328	-
RLN2	1.65574443355852	0.00112503381826313	0.00230323479059567	ENSG00000107014.9	9	5299864	5304716	-
ELAVL2	1.59130109955682	2.8806952560754e-21	5.38573246969349e-20	ENSG00000107105.15	9	23690104	23826337	-
NCS1	-1.18285027316678	1.26945253902019e-26	4.74831396210275e-25	ENSG00000107130.10	9	130172404	130237303	+
CA9	-1.20334755702111	8.84605090669862e-12	4.77830857348357e-11	ENSG00000107159.14	9	35673928	35681159	+
TYRP1	1.34047533446183	9.58381735545231e-07	2.76261008796468e-06	ENSG00000107165.13	9	12685439	12710285	+
LHX3	2.17693979709827	0.000798441628290557	0.00121037557828661	ENSG00000107187.17	9	136196250	136205128	-
PIP5K1B	-1.75718496632597	6.45817215914919e-32	3.94906217007854e-30	ENSG00000107242.20	9	68705240	69009176	+
GLIS3	-2.11193775054048	1.41687805467762e-48	3.09879534818722e-46	ENSG00000107249.24	9	3824127	4348392	-
GATA3	-2.19959961620973	3.42817423697603e-29	1.73178676170114e-27	ENSG00000107485.18	10	8045378	8075198	+
ATRNL1	-1.62132140736584	2.70943890675308e-18	3.48821070563974e-17	ENSG00000107518.18	10	115093365	115948999	+
RAB11FIP2	-1.26569769702149	1.49154245369755e-56	4.33246429712276e-54	ENSG00000107560.12	10	118004916	118046941	-
UNC5B	-2.215628894292	1.13324286340057e-54	3.21823174309838e-52	ENSG00000107731.12	10	71212570	71302864	+
CDH23	-1.40136868554314	7.047414183207e-23	1.63373397301316e-21	ENSG00000107736.22	10	71396920	71815947	+
ACTA2	-1.35129593565457	2.31386152879294e-19	3.39768417157057e-18	ENSG00000107796.13	10	88935074	88991339	-
TLX1	1.6238324424032	1.633546235155e-05	3.911032116395e-05	ENSG00000107807.13	10	101131300	101137789	+
FGF8	1.6159420452706	3.91013330352986e-05	7.20392617214394e-05	ENSG00000107831.14	10	101770109	101780371	-
DKK1	-1.43890130657083	2.59958408886583e-09	1.09826018313785e-08	ENSG00000107984.10	10	52314281	52318042	+
KRT23	-1.5663073554857	5.68059155607442e-11	3.06206245665917e-10	ENSG00000108244.17	17	40922700	40937646	-
RAPGEFL1	-1.39574971356107	1.0633423857881e-25	3.60517891296642e-24	ENSG00000108352.13	17	40177010	40195656	+
RGS9	-1.21688192840045	6.92153930363449e-19	1.00842347660805e-17	ENSG00000108370.17	17	65100812	65227703	+
ASPA	-2.08236968048821	4.73807820434236e-29	2.25002420042061e-27	ENSG00000108381.11	17	3472374	3503405	+
P2RX1	-1.50803558569476	8.38735311844454e-15	6.74677343036817e-14	ENSG00000108405.4	17	3896592	3916476	-
CDK5RAP3	1.32350481963148	2.9799196785831e-16	2.90942633611442e-15	ENSG00000108465.15	17	47967810	47981781	+
HOXB6	-4.29437428085305	1.90993903481156e-57	5.68450204508544e-55	ENSG00000108511.10	17	48595751	48604992	-
ALDH3A1	-1.51743495102513	2.85892173690974e-14	2.08269239964062e-13	ENSG00000108602.18	17	19737984	19748943	-
ASIC2	1.50327544411956	8.49085353617084e-07	2.56925867434645e-06	ENSG00000108684.15	17	33013087	34174964	-
KAT2A	1.01972232818979	2.98920367260497e-26	1.06658907557209e-24	ENSG00000108773.11	17	42113111	42121367	-
SGCA	-1.09042424950192	2.00595684256272e-10	9.59370569977605e-10	ENSG00000108823.17	17	50164214	50175928	+
RND2	-1.45327738707153	1.11141047789073e-20	1.86220424308433e-19	ENSG00000108830.10	17	43025231	43032041	+
ABCC3	-1.29243166804049	1.67244288581196e-14	1.33255792705573e-13	ENSG00000108846.16	17	50634777	50692253	+
MPP2	-1.44354889114766	4.98536016558893e-23	1.25147377929448e-21	ENSG00000108852.16	17	43875357	43909711	-
HLF	-1.17786594624736	2.00257380246181e-19	3.00380469730516e-18	ENSG00000108924.14	17	55264960	55325187	+
VTN	-1.1223439557792	9.18114717137938e-08	3.14582242374302e-07	ENSG00000109072.14	17	28367284	28373091	-
SULT1E1	-1.05065585575613	9.17793644140409e-05	0.000207421355713285	ENSG00000109193.12	4	69841212	69860145	-
